Property_Type,Location,Lat-Lon,Price_USD,Area_sqm,Bedrooms,Bathrooms,Year_Built,Parking_Spaces
Apartment,"Harar, Amir-Nur, Block 18","(9.34659, 42.09975)","$138,468",266 sqm,zero,0.0,2011.0,0.0
Condominium,"Harar, Jugol, Gate 3","(9.30857, 42.19358)","$142,344",351,1,1.0,1989.0,0.0
Villa,"Bahir Dar, Meshenti, Village 6",,"$307,848",336,2,2.0,1960.0,2.0
Villa,"Bahir Dar, Gish Abay, Sector 5","(11.65275, 37.35841)","$278,191",231,zero,0.0,2017.0,0.0
Apartment,"Mekelle, Kedamay Weyane, Community 11","(13.54402, 39.47667)",258092,365 sqm,2,3.0,2018.0,2.0
Condominium,"Gambella, Newland, Zone 3","8.338045,34.587620",182850,500,3,3.0,2024.0,2.0
Condominium,"Adama, Goro, Rural Kebele 23",Lon: 39.1407 / Lat: 8.5035,128779,256 sqm,1,0.0,1998.0,0.0
Apartment,"Mekelle, Hadnet, Admin Unit 8",Lon: 39.5194 / Lat: 13.5721,"$153,211",294 sqm,1,2.0,1965.0,0.0
Condominium,"Gondar, Maraki, Community Block C",,114668,299,1,1.0,1967.0,0.0
Condominium,"Addis Ababa, Lideta, Zone 3","9.017777,38.729557",469144,423 sqm,2,2.0,2024.0,1.0
Apartment,"Bahir Dar, Tana, Kebele 12","(11.53797, 37.39330)","$182,371",342,3,2.0,1965.0,0.0
Apartment,"Addis Ababa, Bole, Kebele 03","9.035663,38.773653",202562,150,zero,0.0,1991.0,0.0
Villa,"Harar, Amir-Nur, Block 16","9.294064,42.089751",194106,294,1,1.0,1993.0,0.0
Apartment,"Gondar, Fasiledes, Kebele 8",Lon: 37.4602 / Lat: 12.6134,297115,446,3,2.0,1978.0,3.0
Apartment,"Harar, Jugol, Gate 2","9.303932,42.164541",153355,242,1,0.0,2018.0,0.0
Villa,"Jimma, Hermata, Area 5","(7.65129, 36.78462)","$125,037",207 sqm,zero,0.0,1999.0,2.0
Condominium,"Adama, Boku, Ganda 3","8.479758,39.319188","$216,971",399,3,3.0,1983.0,2.0
Apartment,"Gondar, Maraki, Community Block D",Lon: 37.4423 / Lat: 12.5439,203576,338,1,0.0,1976.0,0.0
Apartment,"Harar, Abadir, Zone 2",Lon: 42.1338 / Lat: 9.2932,186046,362 sqm,zero,0.0,2024.0,1.0
Villa,"Jimma, Hermata, Area 10",Lon: 36.8454 / Lat: 7.5268,"$373,810",404,2,3.0,2012.0,
Apartment,"Mekelle, Hawelti, Kebele 8","13.494649,39.508392","$165,346",297,1,1.0,1986.0,
Condominium,"Bahir Dar, Tana, Kebele 17","11.626673,37.378883","$174,879",401 sqm,2,2.0,1971.0,0.0
Condominium,"Bahir Dar, Meshenti, Village 7","11.613052,37.337405","$161,695",354,2,1.0,1968.0,1.0
Condominium,"Mekelle, Hadnet, Admin Unit 2","(13.48518, 39.36964)",120826,242 sqm,zero,1.0,,0.0
Apartment,"Gondar, Fasiledes, Kebele 8","12.642530,37.455850",288970,444,2,2.0,1992.0,2.0
Apartment,"Gondar, Maraki, Community Block A","12.603923,37.422786",270522,432,2,2.0,1984.0,2.0
Villa,"Dire Dawa, Goro, Sector 8",,"$197,966",244 sqm,zero,0.0,1989.0,0.0
Condominium,"Assosa, Sherkole, District 1","10.075038,34.605081","$60,293",150 sqm,zero,0.0,1993.0,0.0
Condominium,"Mekelle, Hadnet, Admin Unit 7",Lon: 39.4542 / Lat: 13.4709,163843,313 sqm,1,1.0,1989.0,0.0
Condominium,"Gondar, Arada, Zone 4","12.686715,37.472635",230840,347 sqm,2,2.0,2001.0,
Condominium,"Dire Dawa, Goro, Sector 7","9.611353,41.961150",198867,273,zero,0.0,2024.0,1.0
Condominium,"Dire Dawa, Kezira, Kebele 8","9.564481,41.879028",182278,344,2,1.0,1986.0,0.0
Apartment,"Harar, Abadir, Zone 4","(9.34167, 42.10482)",136284,262 sqm,1,1.0,1989.0,0.0
Villa,"Gambella, Tier-kidi, Block 3","8.254433,34.690792",130046,236 sqm,zero,0.0,1983.0,1.0
Apartment,"Harar, Amir-Nur, Block 19","(9.37955, 42.07696)",272680,477,3,,1995.0,1.0
Apartment,"Harar, Jugol, Gate 4","9.235603,42.096637",225023,430 sqm,3,3.0,1983.0,2.0
Villa,"Harar, Amir-Nur, Block 16","9.351330,42.089080","$268,701",342,1,1.0,1991.0,0.0
Villa,"Adama, Boku, Ganda 5","(8.55311, 39.25988)",479973,392,3,3.0,2012.0,1.0
Villa,"Adama, Dabe, Kebele 6",Lon: 39.2114 / Lat: 8.5289,"$426,606",383,3,3.0,2010.0,1.0
Condominium,"Addis Ababa, Arada, Woreda 06 Admin","(9.07109, 38.72740)","$251,999",320,2,2.0,1987.0,0.0
Villa,"Gambella, Newland, Zone 1","(8.34102, 34.54323)","$214,910",376 sqm,zero,,2009.0,0.0
Apartment,"Dire Dawa, Kezira, Kebele 8",Lon: 41.7688 / Lat: 9.5629,"$157,787",249 sqm,1,1.0,1991.0,0.0
Apartment,"Assosa, Sherkole, District 5",Lon: 34.4875 / Lat: 9.9722,100913,311,zero,0.0,1995.0,0.0
Apartment,"Bahir Dar, Gish Abay, Sector 6",Lon: 37.3627 / Lat: 11.6433,309060,481 sqm,2,2.0,1980.0,0.0
Villa,"Jimma, Jiren, Kebele 5",Lon: 36.8112 / Lat: 7.7484,394545,465 sqm,3,3.0,2024.0,2.0
Apartment,"Harar, Jugol, Gate 4","(9.24551, 42.14988)",109229,228 sqm,1,1.0,1984.0,0.0
Apartment,"Harar, Abadir, Zone 6",Lon: 42.0925 / Lat: 9.3419,182651,403,2,2.0,1992.0,3.0
Apartment,"Addis Ababa, Kirkos, Kebele 02",Lon: 38.6633 / Lat: 9.0193,312266,361 sqm,3,1.0,,0.0
Villa,"Harar, Amir-Nur, Block 13","9.249082,42.031230",268837,357 sqm,1,1.0,2004.0,0.0
Apartment,"Adama, Goro, Rural Kebele 27","(8.56250, 39.24041)",149146,278 sqm,2,1.0,1960.0,0.0
Condominium,"Jimma, Hermata, Area 11","7.716223,36.777058",88581,174,1,,1991.0,0.0
Condominium,"Adama, Boku, Ganda 9",Lon: 39.1874 / Lat: 8.5332,165757,338 sqm,zero,1.0,2008.0,2.0
Apartment,"Jimma, Jiren, Kebele 2",Lon: 36.8060 / Lat: 7.6855,233853,500 sqm,3,3.0,2018.0,
Apartment,"Assosa, Sherkole, District 4",,195109,385,2,3.0,,2.0
Villa,"Dire Dawa, Goro, Sector 10","9.634584,41.913229",243663,321,1,1.0,1996.0,0.0
Villa,"Jimma, Jiren, Kebele 14","7.655008,36.828587","$311,923",466,4,4.0,1961.0,1.0
Condominium,"Assosa, Sherkole, District 3","(10.09789, 34.53135)","$150,638",348 sqm,2,2.0,,2.0
Apartment,"Bahir Dar, Meshenti, Village 10","11.570598,37.277513",126879,267,zero,0.0,1974.0,0.0
Apartment,"Addis Ababa, Kirkos, Kebele 02","8.986207,38.823529","$445,435",441,3,2.0,2011.0,1.0
Apartment,"Gambella, Newland, Zone 2","8.234263,34.561461",113141,340,2,2.0,1983.0,1.0
Apartment,"Adama, Goro, Rural Kebele 25","(8.48130, 39.22780)",194925,433,4,4.0,1973.0,2.0
Villa,"Mekelle, Hadnet, Admin Unit 3","(13.51754, 39.51588)",217657,285 sqm,2,2.0,1964.0,0.0
Villa,"Mekelle, Hadnet, Admin Unit 9","13.510550,39.411754",306136,383,1,2.0,2005.0,1.0
Villa,"Gambella, Tier-kidi, Block 3",Lon: 34.5124 / Lat: 8.2069,"$147,400",305,1,0.0,1966.0,
Condominium,"Assosa, Menge, Village Unit 2","10.123940,34.593538",138896,408,2,2.0,1984.0,
Apartment,"Gambella, Newland, Zone 3","8.227309,34.559719",117204,260 sqm,1,1.0,2001.0,0.0
Condominium,"Harar, Amir-Nur, Block 12",,82238,266 sqm,1,1.0,1960.0,1.0
Condominium,"Addis Ababa, Lideta, Zone 3","8.975491,38.731169",177042,199 sqm,1,1.0,1975.0,0.0
Villa,"Adama, Goro, Rural Kebele 25","8.570172,39.183822",162157,152,zero,0.0,,0.0
Condominium,"Addis Ababa, Arada, Woreda 05 Admin","9.017576,38.768214",228970,223,zero,0.0,2003.0,0.0
Condominium,"Harar, Amir-Nur, Block 13",Lon: 42.1067 / Lat: 9.3182,"$150,049",460 sqm,3,2.0,1999.0,1.0
Apartment,"Gondar, Arada, Zone 5","12.611471,37.379348",298022,378 sqm,2,2.0,2024.0,0.0
Villa,"Addis Ababa, Arada, Woreda 06 Admin","8.989675,38.746837",229528,150,zero,0.0,1978.0,0.0
Villa,"Adama, Boku, Ganda 8","8.517835,39.321414",136721,161 sqm,zero,0.0,1965.0,0.0
Apartment,"Bahir Dar, Tana, Kebele 14","11.619418,37.403484",367146,438,2,3.0,,2.0
Apartment,"Bahir Dar, Meshenti, Village 11","11.641727,37.295790",211345,285,1,1.0,1972.0,0.0
Condominium,"Gondar, Maraki, Community Block A","12.530718,37.425708",231172,332 sqm,2,3.0,1998.0,3.0
Apartment,"Gondar, Arada, Zone 7","12.559110,37.459203","$172,231",171,zero,1.0,,0.0
Apartment,"Bahir Dar, Tana, Kebele 9","11.681612,37.363640","$361,620",465 sqm,2,2.0,2013.0,1.0
Villa,"Harar, Jugol, Gate 3","9.320477,42.046043",139982,156,zero,0.0,1996.0,0.0
Apartment,"Harar, Jugol, Gate 5",Lon: 42.0708 / Lat: 9.2883,158533,315,one,1.0,1984.0,0.0
Apartment,"Addis Ababa, Arada, Woreda 08 Admin",Lon: 38.7114 / Lat: 9.0639,313153,236,zero,1.0,1988.0,0.0
Villa,"Mekelle, Hawelti, Kebele 13",Lon: 39.4311 / Lat: 13.5073,"$226,559",294,one,2.0,1990.0,0.0
Apartment,"Harar, Amir-Nur, Block 18","9.296036,42.047257","$231,804",446 sqm,3,3.0,,2.0
Condominium,"Dire Dawa, Kezira, Kebele 5","9.615643,41.754111",150987,322,2,1.0,1960.0,0.0
Condominium,"Adama, Goro, Rural Kebele 29","8.542753,39.265710","$217,986",402,3,2.0,1970.0,0.0
Villa,"Addis Ababa, Arada, Woreda 08 Admin",Lon: 38.8047 / Lat: 9.0600,727815,376 sqm,3,,1997.0,2.0
Villa,"Adama, Goro, Rural Kebele 20","8.447360,39.270613",236777,212 sqm,1,2.0,2009.0,0.0
Condominium,"Mekelle, Hawelti, Kebele 1","13.535113,39.556052",192566,342,1,1.0,2024.0,1.0
Condominium,"Mekelle, Hadnet, Admin Unit 1",Lon: 39.4375 / Lat: 13.4292,206488,361 sqm,2,3.0,1979.0,4.0
Villa,"Gondar, Maraki, Community Block B","12.525548,37.449856","$270,513",330 sqm,1,1.0,1987.0,0.0
Condominium,"Gondar, Maraki, Community Block B","12.518923,37.426667",126510,255,zero,0.0,1960.0,0.0
Villa,"Mekelle, Hadnet, Admin Unit 4","13.501143,39.385662","$249,168",375,2,1.0,1964.0,0.0
Apartment,"Gondar, Maraki, Community Block A","12.584192,37.456222",283503,500,3,3.0,2006.0,
Apartment,"Harar, Amir-Nur, Block 14",Lon: 42.0910 / Lat: 9.3236,"$79,465",166 sqm,zero,0.0,1969.0,0.0
Apartment,"Bahir Dar, Meshenti, Village 2","11.572162,37.434561",459177,500,3,4.0,2009.0,5.0
Apartment,"Assosa, Sherkole, District 2","10.084983,34.555768",117375,310 sqm,2,3.0,1977.0,1.0
Condominium,"Gambella, Tier-kidi, Block 7","(8.26164, 34.59662)",92570,268,zero,1.0,2005.0,0.0
Condominium,"Adama, Dabe, Kebele 12","8.477988,39.113131","$200,086",385 sqm,3,2.0,1994.0,1.0
Condominium,"Gondar, Arada, Zone 2","12.567357,37.431350",202379,288,1,2.0,1996.0,
Condominium,"Harar, Abadir, Zone 1",,75248,259 sqm,1,0.0,1960.0,0.0
Apartment,"Gambella, Tier-kidi, Block 5","8.304916,34.609902",207912,430 sqm,3,2.0,2010.0,0.0
Apartment,"Gondar, Arada, Zone 4","(12.54258, 37.49625)",246664,327,1,2.0,2007.0,2.0
Apartment,"Dire Dawa, Goro, Sector 6","(9.58670, 41.85131)",259858,391 sqm,2,3.0,1988.0,3.0
Villa,"Bahir Dar, Tana, Kebele 1","(11.49401, 37.36409)",308187,282,2,2.0,1985.0,1.0
Villa,"Mekelle, Hadnet, Admin Unit 4","13.459010,39.492095","$318,538",300,2,2.0,2010.0,0.0
Condominium,"Gambella, Newland, Zone 2",Lon: 34.6158 / Lat: 8.3235,128950,370,3,3.0,1988.0,2.0
Apartment,"Adama, Goro, Rural Kebele 21","(8.49893, 39.25073)",292487,336 sqm,3,3.0,2009.0,3.0
Apartment,"Assosa, Menge, Village Unit 3","(10.02940, 34.54227)","$118,427",285,1,0.0,2012.0,2.0
Villa,"Gondar, Arada, Zone 9","12.622998,37.472523",388077,359,3,2.0,2018.0,0.0
Apartment,"Gambella, Tier-kidi, Block 4",Lon: 34.5101 / Lat: 8.2935,64617,185 sqm,zero,0.0,1967.0,0.0
Condominium,"Gambella, Tier-kidi, Block 5","8.278785,34.556618",185189,500 sqm,4,4.0,,3.0
Villa,"Gondar, Arada, Zone 6","12.496218,37.466789",216673,242,1,1.0,1968.0,0.0
Condominium,"Dire Dawa, Goro, Sector 6","9.631351,41.831176",107233,176,zero,0.0,2001.0,
Condominium,"Dire Dawa, Goro, Sector 8","9.616020,41.839589",267617,409,3,3.0,2020.0,3.0
Villa,"Gambella, Newland, Zone 3","8.245136,34.554436",147486,260,1,1.0,1978.0,0.0
Condominium,"Assosa, Menge, Village Unit 1","10.147881,34.547087","$99,624",291 sqm,zero,0.0,1986.0,1.0
Villa,"Jimma, Hermata, Area 12","(7.66608, 36.78456)",270666,448,3,3.0,2017.0,3.0
Condominium,"Harar, Abadir, Zone 2","(9.25351, 42.05838)",117012,424,2,1.0,1991.0,0.0
Villa,"Bahir Dar, Meshenti, Village 3","11.613422,37.404942",286251,259 sqm,2,2.0,1984.0,0.0
Villa,"Bahir Dar, Meshenti, Village 1","11.509670,37.374706","$378,388",318 sqm,1,2.0,,1.0
Villa,"Mekelle, Hadnet, Admin Unit 4","(13.59183, 39.53365)",222978,260,zero,0.0,1999.0,0.0
Apartment,"Assosa, Sherkole, District 5","10.029763,34.548587",133789,335 sqm,2,3.0,1990.0,1.0
Villa,"Mekelle, Hawelti, Kebele 10","13.443457,39.366876",329579,392,3,3.0,1996.0,1.0
Apartment,"Harar, Amir-Nur, Block 17",Lon: 42.1096 / Lat: 9.3101,174038,349,2,1.0,1988.0,1.0
Villa,"Harar, Abadir, Zone 2","9.357536,42.170977",228382,296,1,1.0,2004.0,
Villa,"Assosa, Sherkole, District 2",,"$84,594",185,zero,0.0,1989.0,0.0
Apartment,"Mekelle, Kedamay Weyane, Community 6","13.532679,39.451349",151218,266,1,1.0,1986.0,0.0
Apartment,"Harar, Jugol, Gate 2","(9.36959, 42.12154)","$184,010",350,1,0.0,2016.0,1.0
Apartment,"Mekelle, Hadnet, Admin Unit 6","13.467351,39.498092","$211,702",320,2,3.0,2004.0,3.0
Villa,"Gambella, Newland, Zone 4","(8.25404, 34.58288)","$119,535",205,zero,0.0,2002.0,2.0
Apartment,"Gambella, Newland, Zone 2","(8.28077, 34.67823)",148773,352,1,1.0,2000.0,1.0
Villa,"Bahir Dar, Meshenti, Village 2","11.551363,37.439969",308380,258 sqm,1,,1978.0,3.0
Villa,"Harar, Amir-Nur, Block 18","9.318856,42.159929",125248,150,1,1.0,1976.0,0.0
Condominium,"Adama, Dabe, Kebele 10","8.554116,39.301834",215402,326,1,1.0,2024.0,1.0
Villa,"Addis Ababa, Lideta, Zone 7","(9.01412, 38.73242)","$405,347",293,zero,0.0,,0.0
Apartment,"Addis Ababa, Arada, Woreda 08 Admin","9.066387,38.700929",375990,423,2,2.0,2007.0,2.0
Apartment,"Bahir Dar, Meshenti, Village 1","11.544964,37.453416",233581,313 sqm,3,3.0,1989.0,1.0
Villa,"Bahir Dar, Meshenti, Village 8",Lon: 37.3719 / Lat: 11.5505,"$350,239",355,3,3.0,,2.0
Condominium,"Bahir Dar, Gish Abay, Sector 8","11.570109,37.427910",112924,175,1,1.0,1966.0,0.0
Condominium,"Dire Dawa, Kezira, Kebele 6","9.567663,41.846656","$220,090",394 sqm,4,5.0,1998.0,5.0
Villa,"Assosa, Sherkole, District 1",Lon: 34.5287 / Lat: 10.0142,154568,260,1,1.0,1984.0,0.0
Condominium,"Harar, Amir-Nur, Block 18","9.299251,42.024961","$86,868",201,1,2.0,1969.0,0.0
Villa,"Bahir Dar, Gish Abay, Sector 8","11.599351,37.267535",608281,451 sqm,3,2.0,2015.0,1.0
Villa,"Bahir Dar, Gish Abay, Sector 8","(11.57746, 37.39272)",115649,150 sqm,zero,0.0,1962.0,0.0
Villa,"Jimma, Jiren, Kebele 8","(7.67052, 36.81371)",274322,379,3,2.0,1996.0,1.0
Condominium,"Harar, Jugol, Gate 4","(9.38749, 42.16294)","$98,039",261,1,2.0,1961.0,1.0
Apartment,"Harar, Jugol, Gate 5",Lon: 42.0606 / Lat: 9.3493,177829,333,2,2.0,2001.0,1.0
Condominium,"Dire Dawa, Goro, Sector 4","9.619377,41.857685",187425,299,1,1.0,2005.0,0.0
Condominium,"Mekelle, Kedamay Weyane, Community 3","(13.54182, 39.46892)",150232,275,1,2.0,2006.0,1.0
Condominium,"Bahir Dar, Tana, Kebele 3","11.614805,37.366335",141338,328 sqm,2,2.0,1978.0,1.0
Condominium,"Dire Dawa, Goro, Sector 5",Lon: 41.9188 / Lat: 9.4829,197353,392,2,2.0,1986.0,2.0
Condominium,"Adama, Boku, Ganda 1","8.532860,39.296389","$147,738",253,zero,0.0,2002.0,1.0
Apartment,"Assosa, Sherkole, District 5","10.052335,34.577270",116192,267,3,3.0,1991.0,0.0
Condominium,"Gambella, Tier-kidi, Block 6","8.294147,34.655082",93007,296,3,2.0,1969.0,0.0
Apartment,"Jimma, Hermata, Area 12","7.683936,36.964159","$114,855",241,1,1.0,1985.0,0.0
Villa,"Addis Ababa, Bole, Kebele 01","(8.99157, 38.75629)",399077,216,zero,0.0,2017.0,0.0
Villa,"Addis Ababa, Bole, Kebele 01","9.051680,38.757497","$458,475",296,1,1.0,2008.0,1.0
Villa,"Adama, Goro, Rural Kebele 28","8.579564,39.216566",330958,376,1,3.0,1979.0,3.0
Apartment,"Harar, Abadir, Zone 6","9.255771,42.146435","$80,582",150,1,1.0,1960.0,0.0
Apartment,"Gambella, Tier-kidi, Block 1","8.265229,34.646753","$107,589",341 sqm,zero,0.0,1975.0,0.0
Apartment,"Addis Ababa, Bole, Kebele 03","(9.02245, 38.74621)",239404,229 sqm,1,0.0,2013.0,0.0
Apartment,"Jimma, Jiren, Kebele 4","7.703657,36.890597","$123,333",236,zero,0.0,1996.0,0.0
Villa,"Gambella, Tier-kidi, Block 3","8.228155,34.657170",288203,389,1,2.0,2018.0,1.0
Villa,"Bahir Dar, Meshenti, Village 3",Lon: 37.3576 / Lat: 11.5021,"$438,394",388,2,2.0,,1.0
Villa,"Bahir Dar, Tana, Kebele 2","(11.61150, 37.41873)","$260,227",266,one,3.0,1969.0,1.0
Condominium,"Bahir Dar, Meshenti, Village 10","11.570942,37.402834",106629,150,zero,0.0,1980.0,0.0
Apartment,"Addis Ababa, Lideta, Zone 7",Lon: 38.8062 / Lat: 8.9660,132279,150,zero,0.0,1969.0,0.0
Apartment,"Dire Dawa, Kezira, Kebele 2","9.511978,41.839345",231785,377,2,2.0,1996.0,
Condominium,"Bahir Dar, Meshenti, Village 11","11.514856,37.388546","$158,660",218 sqm,zero,1.0,2008.0,0.0
Villa,"Dire Dawa, Goro, Sector 3","9.677704,41.819431",217025,348,zero,0.0,1995.0,1.0
Condominium,"Mekelle, Hawelti, Kebele 13","13.524831,39.473920",114109,284,1,1.0,,0.0
Villa,"Assosa, Menge, Village Unit 1","9.984285,34.483272",216785,449,4,4.0,1965.0,1.0
Apartment,"Mekelle, Hawelti, Kebele 13","13.451264,39.506362",175402,238,1,0.0,2015.0,0.0
Apartment,"Gondar, Maraki, Community Block C","12.516297,37.452924",149343,183,2,0.0,1989.0,0.0
Apartment,"Adama, Goro, Rural Kebele 29","8.552838,39.270817","$204,852",326,2,,1999.0,1.0
Apartment,"Jimma, Hermata, Area 11","7.690512,36.765943","$176,519",279,2,2.0,1982.0,0.0
Condominium,"Gambella, Newland, Zone 2","8.300611,34.585120","$88,264",342,2,1.0,1993.0,1.0
Villa,"Harar, Jugol, Gate 3","9.330873,42.196107",169059,235,zero,1.0,1970.0,0.0
Condominium,"Bahir Dar, Tana, Kebele 16","11.551116,37.412565","$222,381",422,3,4.0,2006.0,3.0
Villa,"Addis Ababa, Kirkos, Kebele 01","9.085200,38.793730",326141,241,1,,1972.0,0.0
Villa,"Jimma, Hermata, Area 13","(7.54933, 36.84125)",127929,157,zero,0.0,,0.0
Apartment,"Harar, Abadir, Zone 1",Lon: 42.0199 / Lat: 9.2337,"$250,430",370 sqm,2,,2010.0,0.0
Villa,"Gambella, Newland, Zone 4","8.266635,34.490129",140683,259,zero,1.0,1976.0,1.0
Condominium,"Harar, Jugol, Gate 4",Lon: 42.1924 / Lat: 9.3052,167085,320,1,1.0,2016.0,1.0
Condominium,"Adama, Dabe, Kebele 6",Lon: 39.2174 / Lat: 8.5273,94926,150,1,1.0,1960.0,0.0
Villa,"Harar, Amir-Nur, Block 14","(9.40477, 42.10069)",255500,330,1,1.0,2007.0,
Condominium,"Dire Dawa, Kezira, Kebele 9","(9.67178, 41.84277)","$217,809",403 sqm,3,4.0,2019.0,2.0
Villa,"Assosa, Menge, Village Unit 9","(10.03387, 34.56448)",199688,371 sqm,2,2.0,2013.0,0.0
Apartment,"Gambella, Tier-kidi, Block 5","8.226347,34.741547",180188,353 sqm,3,2.0,1999.0,0.0
Villa,"Gondar, Maraki, Community Block C","12.614483,37.397789",531342,421 sqm,3,2.0,2024.0,1.0
Condominium,"Mekelle, Kedamay Weyane, Community 4","13.459343,39.425016",146813,384,1,1.0,1981.0,0.0
Apartment,"Harar, Abadir, Zone 6","9.378246,42.098976",72989,150 sqm,zero,1.0,1962.0,0.0
Villa,"Harar, Jugol, Gate 3",Lon: 42.0805 / Lat: 9.3141,"$174,094",225,zero,0.0,2009.0,0.0
Apartment,"Mekelle, Hawelti, Kebele 14","(13.48074, 39.37194)","$210,309",374,2,2.0,2008.0,1.0
Apartment,"Dire Dawa, Goro, Sector 1","(9.62216, 41.86539)",237209,362 sqm,2,2.0,1984.0,0.0
Condominium,"Mekelle, Hawelti, Kebele 4","13.615059,39.446235",142597,353 sqm,2,2.0,1961.0,0.0
Villa,"Mekelle, Hawelti, Kebele 7","13.557238,39.494575",105401,169,zero,1.0,1960.0,0.0
Apartment,"Assosa, Sherkole, District 4","10.037857,34.574909",167391,353,4,4.0,1987.0,1.0
Villa,"Dire Dawa, Kezira, Kebele 5","9.675323,41.846387",139480,150,zero,0.0,1966.0,0.0
Condominium,"Mekelle, Hawelti, Kebele 9",Lon: 39.5094 / Lat: 13.4497,100899,168 sqm,zero,0.0,1986.0,1.0
Condominium,"Adama, Dabe, Kebele 10","8.525091,39.221289",152323,242,zero,0.0,2015.0,0.0
Condominium,"Jimma, Jiren, Kebele 1",Lon: 36.8553 / Lat: 7.6854,106652,284,zero,0.0,2008.0,0.0
Condominium,"Dire Dawa, Kezira, Kebele 1","(9.54499, 41.91406)","$156,711",278,2,1.0,1974.0,1.0
Apartment,"Assosa, Sherkole, District 2",Lon: 34.6019 / Lat: 10.0373,"$102,208",319,1,2.0,1984.0,
Apartment,"Gondar, Fasiledes, Kebele 2","(12.55685, 37.51540)",287198,362,2,2.0,1976.0,0.0
Villa,"Bahir Dar, Tana, Kebele 14","11.657735,37.340503",290127,271,1,2.0,1978.0,0.0
Apartment,"Gondar, Arada, Zone 8","12.561858,37.416823","$147,222",290,2,1.0,1979.0,0.0
Condominium,"Dire Dawa, Goro, Sector 2","9.606534,41.916981",130026,270 sqm,zero,0.0,1986.0,1.0
Villa,"Addis Ababa, Lideta, Zone 6","9.034930,38.729330",347362,227,zero,,1985.0,0.0
Condominium,"Gambella, Newland, Zone 2","8.216850,34.704959","$72,004",168,zero,0.0,1972.0,0.0
Condominium,"Gambella, Tier-kidi, Block 1",Lon: 34.6628 / Lat: 8.1858,110470,323,3,3.0,1978.0,1.0
Apartment,"Gambella, Tier-kidi, Block 4","(8.31133, 34.57626)","$129,626",323,2,3.0,1988.0,1.0
Villa,"Bahir Dar, Gish Abay, Sector 4","(11.59094, 37.33426)","$572,504",500,3,,1997.0,4.0
Villa,"Mekelle, Hadnet, Admin Unit 4",,"$220,284",341,1,1.0,1985.0,0.0
Villa,"Adama, Goro, Rural Kebele 26","8.512168,39.296892",371447,500,4,5.0,1984.0,2.0
Condominium,"Jimma, Hermata, Area 5","7.606265,36.770877","$74,622",165,zero,0.0,1996.0,0.0
Apartment,"Gondar, Arada, Zone 4","12.590022,37.420335",424603,483,4,3.0,2008.0,2.0
Apartment,"Gambella, Tier-kidi, Block 1","8.244630,34.598718",151706,273 sqm,1,1.0,,0.0
Villa,"Dire Dawa, Kezira, Kebele 9","9.538412,41.933350","$275,263",402,one,,1978.0,0.0
Apartment,"Adama, Goro, Rural Kebele 22","8.507718,39.264043","$215,490",313,1,1.0,2024.0,2.0
Condominium,"Gondar, Arada, Zone 8",Lon: 37.4456 / Lat: 12.6410,180678,308,1,1.0,2017.0,
Villa,"Mekelle, Kedamay Weyane, Community 8","(13.57316, 39.43674)","$244,688",292,2,2.0,1996.0,0.0
Condominium,"Bahir Dar, Tana, Kebele 3","11.625579,37.424422","$177,972",356 sqm,1,0.0,2016.0,0.0
Condominium,"Dire Dawa, Goro, Sector 7","9.544253,41.813537","$124,671",255,1,1.0,1996.0,0.0
Villa,"Gambella, Tier-kidi, Block 3","8.219660,34.606402",144267,297,2,1.0,1962.0,
Villa,"Gondar, Maraki, Community Block B",Lon: 37.4771 / Lat: 12.6054,264916,302,zero,0.0,1994.0,0.0
Apartment,"Addis Ababa, Bole, Kebele 09","(8.98396, 38.75124)",315543,266,zero,0.0,2002.0,0.0
Villa,"Gambella, Newland, Zone 2","8.252481,34.578651",111380,282 sqm,2,1.0,1960.0,0.0
Villa,"Harar, Abadir, Zone 8","9.292323,42.086728","$144,025",245,2,1.0,1968.0,0.0
Villa,"Gambella, Tier-kidi, Block 2",Lon: 34.5793 / Lat: 8.2249,"$159,741",243,zero,0.0,2023.0,0.0
Apartment,"Dire Dawa, Goro, Sector 10",Lon: 41.8810 / Lat: 9.4808,163617,283,2,2.0,1979.0,0.0
Villa,"Harar, Abadir, Zone 2","(9.32167, 42.16525)",300013,317,2,2.0,,2.0
Villa,"Dire Dawa, Goro, Sector 9","(9.55378, 41.84816)",287345,350 sqm,2,2.0,1993.0,3.0
Condominium,"Assosa, Menge, Village Unit 9","10.030921,34.554948",147202,461 sqm,3,3.0,2009.0,1.0
Condominium,"Adama, Dabe, Kebele 6","8.574116,39.348191","$205,591",452,1,1.0,2024.0,
Condominium,"Dire Dawa, Kezira, Kebele 7","(9.61905, 41.96548)",90497,245 sqm,zero,0.0,1994.0,0.0
Condominium,"Gondar, Maraki, Community Block B","12.569889,37.527469",220087,396 sqm,3,3.0,1986.0,2.0
Apartment,"Harar, Jugol, Gate 2","9.310027,41.981859","$191,622",399 sqm,1,1.0,1993.0,1.0
Apartment,"Adama, Dabe, Kebele 8","8.542720,39.250999","$241,010",369,1,1.0,2024.0,1.0
Villa,"Bahir Dar, Tana, Kebele 8","11.562592,37.326793","$207,884",236 sqm,1,0.0,1971.0,
Villa,"Mekelle, Hadnet, Admin Unit 8","(13.49603, 39.49965)","$203,523",339,1,0.0,1969.0,0.0
